dates,time,h_top,h_bottom
2022-04-22 07:10:00,61800,5.486108303844244,5
2022-04-22 07:20:00,62400,5.489974338035367,5
2022-04-22 07:30:00,63000,5.493819444401696,5
2022-04-22 07:40:00,63600,5.497643578489183,5
2022-04-22 07:50:00,64200,5.501446698823209,5
2022-04-22 08:00:00,64800,5.505228766882818,5
2022-04-22 08:10:00,65400,5.508989747074363,5
2022-04-22 08:20:00,66000,5.512729606704577,5
2022-04-22 08:30:00,66600,5.516448315953101,5
2022-04-22 08:40:00,67200,5.520145847844493,5
2022-04-22 08:50:00,67800,5.523822178219716,5
2022-04-22 09:00:00,68400,5.527477285707156,5
2022-04-22 09:10:00,69000,5.5311111516931675,5
2022-04-22 09:20:00,69600,5.534723760292185,5
2022-04-22 09:30:00,70200,5.5383150983164064,5
2022-04-22 09:40:00,70800,5.541885155245073,5
2022-04-22 09:50:00,71400,5.545433923193381,5
2022-04-22 10:00:00,72000,5.548961396881015,5
2022-04-22 10:10:00,72600,5.552467573600352,5
2022-04-22 10:20:00,73200,5.555952453184343,5
2022-04-22 10:30:00,73800,5.5594160379740885,5
2022-04-22 10:40:00,74400,5.562858332786135,5
2022-04-22 10:50:00,75000,5.566279344879508,5
2022-04-22 11:00:00,75600,5.5696790839225,5
2022-04-22 11:10:00,76200,5.573057561959233,5
2022-04-22 11:20:00,76800,5.5764147933760135,5
2022-04-22 11:30:00,77400,5.5797507948675005,5
2022-04-22 11:40:00,78000,5.5830655854026965,5
2022-04-22 11:50:00,78600,5.586359186190792,5
2022-04-22 12:00:00,79200,5.589631620646873,5
2022-04-22 12:10:00,79800,5.592882914357499,5
2022-04-22 12:20:00,80400,5.596113095046191,5
2022-04-22 12:30:00,81000,5.599322192538828,5
2022-04-22 12:40:00,81600,5.602510238728973,5
2022-04-22 12:50:00,82200,5.605677267543147,5
2022-04-22 13:00:00,82800,5.6088233149060605,5
2022-04-22 13:10:00,83400,5.611948418705827,5
2022-04-22 13:20:00,84000,5.615052618759165,5
2022-04-22 13:30:00,84600,5.618135956776605,5
2022-04-22 13:40:00,85200,5.621198476327717,5
2022-04-22 13:50:00,85800,5.624240222806379,5
2022-04-22 14:00:00,86400,5.627261243396082,5
2022-04-22 14:10:00,87000,5.6302615870353065,5
2022-04-22 14:20:00,87600,5.633241304382966,5
2022-04-22 14:30:00,88200,5.636200447783943,5
2022-04-22 14:40:00,88800,5.63913907123472,5
2022-04-22 14:50:00,89400,5.642057230349123,5
2022-04-22 15:00:00,90000,5.6449549823241885,5
2022-04-22 15:10:00,90600,5.647832385906164,5
2022-04-22 15:20:00,91200,5.650689501356652,5
2022-04-22 15:30:00,91800,5.653526390418913,5
2022-04-22 15:40:00,92400,5.656343116284331,5
2022-04-22 15:50:00,93000,5.659139743559061,5
2022-04-22 16:00:00,93600,5.661916338230851,5
2022-04-22 16:10:00,94200,5.664672967636072,5
2022-04-22 16:20:00,94800,5.667409700426943,5
2022-04-22 16:30:00,95400,5.670126606538977,5
2022-04-22 16:40:00,96000,5.6728237571586355,5
2022-04-22 16:50:00,96600,5.675501224691225,5
2022-04-22 17:00:00,97200,5.678159082729029,5
2022-04-22 17:10:00,97800,5.680797406019674,5
2022-04-22 17:20:00,98400,5.683416270434761,5
2022-04-22 17:30:00,99000,5.686015752938745,5
2022-04-22 17:40:00,99600,5.68859593155809,5
2022-04-22 17:50:00,100200,5.691156885350681,5
2022-04-22 18:00:00,100800,5.6936986943755326,5
2022-04-22 18:10:00,101400,5.696221439662759,5
2022-04-22 18:20:00,102000,5.698725203183855,5
2022-04-22 18:30:00,102600,5.701210067822253,5
2022-04-22 18:40:00,103200,5.703676117344187,5
2022-04-22 18:50:00,103800,5.706123436369858,5
2022-04-22 19:00:00,104400,5.70855211034491,5
2022-04-22 19:10:00,105000,5.710962225512212,5
2022-04-22 19:20:00,105600,5.713353868883957,5
2022-04-22 19:30:00,106200,5.7157271282140885,5
2022-04-22 19:40:00,106800,5.718082091971035,5
2022-04-22 19:50:00,107400,5.720418849310781,5
2022-04-22 20:00:00,108000,5.722737490050263,5
2022-04-22 20:10:00,108600,5.7250381046410945,5
2022-04-22 20:20:00,109200,5.727320784143629,5
2022-04-22 20:30:00,109800,5.72958562020135,5
2022-04-22 20:40:00,110400,5.731832705015611,5
2022-04-22 20:50:00,111000,5.734062131320705,5
2022-04-22 21:00:00,111600,5.736273992359272,5
2022-04-22 21:10:00,112200,5.7384683818580635,5
2022-04-22 21:20:00,112800,5.740645394004034,5
2022-04-22 21:30:00,113400,5.7428051234207835,5
2022-04-22 21:40:00,114000,5.744947665145348,5
2022-04-22 21:50:00,114600,5.74707311460533,5
2022-04-22 22:00:00,115200,5.749181567596374,5
2022-04-22 22:10:00,115800,5.751273120259996,5
2022-04-22 22:20:00,116400,5.75334786906175,5
2022-04-22 22:30:00,117000,5.755405910769744,5
2022-04-22 22:40:00,117600,5.757447342433504,5
2022-04-22 22:50:00,118200,5.759472261363179,5
2022-04-22 23:00:00,118800,5.761480765109094,5
2022-04-22 23:10:00,119400,5.763472951441645,5
2022-04-22 23:20:00,120000,5.765448918331537,5
2022-04-22 23:30:00,120600,5.767408763930364,5
2022-04-22 23:40:00,121200,5.769352586551531,5
2022-04-22 23:50:00,121800,5.771280484651518,5
2022-04-23 00:00:00,122400,5.7731925568114715,5
2022-04-23 00:10:00,123000,5.775088901719151,5
2022-04-23 00:20:00,123600,5.776969618151188,5
2022-04-23 00:30:00,124200,5.778834804955701,5
2022-04-23 00:40:00,124800,5.780684561035226,5
2022-04-23 00:50:00,125400,5.782518985329983,5
2022-04-23 01:00:00,126000,5.7843381768014694,5
2022-04-23 01:10:00,126600,5.7861422344163795,5
2022-04-23 01:20:00,127200,5.787931257130843,5
2022-04-23 01:30:00,127800,5.789705343874994,5
2022-04-23 01:40:00,128400,5.791464593537848,5
2022-04-23 01:50:00,129000,5.793209104952499,5
2022-04-23 02:00:00,129600,5.794938976881636,5
2022-04-23 02:10:00,130200,5.796654308003358,5
2022-04-23 02:20:00,130800,5.79835519689731,5
2022-04-23 02:30:00,131400,5.800041742031121,5
2022-04-23 02:40:00,132000,5.801714041747135,5
2022-04-23 02:50:00,132600,5.803372194249459,5
2022-04-23 03:00:00,133200,5.805016297591294,5
2022-04-23 03:10:00,133800,5.80664644966257,5
2022-04-23 03:20:00,134400,5.808262748177862,5
2022-04-23 03:30:00,135000,5.809865290664604,5
2022-04-23 03:40:00,135600,5.811454174451585,5
2022-04-23 03:50:00,136200,5.813029496657723,5
2022-04-23 04:00:00,136800,5.81459135418112,5
2022-04-23 04:10:00,137400,5.816139843688401,5
2022-04-23 04:20:00,138000,5.817675061604304,5
2022-04-23 04:30:00,138600,5.819197104101571,5
2022-04-23 04:40:00,139200,5.82070606709107,5
2022-04-23 04:50:00,139800,5.822202046212209,5
2022-04-23 05:00:00,140400,5.823685136823593,5
2022-04-23 05:10:00,141000,5.825155433993936,5
2022-04-23 05:20:00,141600,5.826613032493244,5
2022-04-23 05:30:00,142200,5.828058026784216,5
2022-04-23 05:40:00,142800,5.82949051101393,5
2022-04-23 05:50:00,143400,5.830910579005731,5
2022-04-23 06:00:00,144000,5.8323183242513945,5
2022-04-23 06:10:00,144600,5.8337138399035,5
2022-04-23 06:20:00,145200,5.83509721876805,5
2022-04-23 06:30:00,145800,5.836468553297315,5
2022-04-23 06:40:00,146400,5.837827935582901,5
2022-04-23 06:50:00,147000,5.839175457349049,5
2022-04-23 07:00:00,147600,5.840511209946142,5
2022-04-23 07:10:00,148200,5.8418352843444294,5
2022-04-23 07:20:00,148800,5.8431477711279785,5
2022-04-23 07:30:00,149400,5.844448760488812,5
2022-04-23 07:40:00,150000,5.845738342221268,5
2022-04-23 07:50:00,150600,5.847016605716556,5
2022-04-23 08:00:00,151200,5.848283639957513,5
2022-04-23 08:10:00,151800,5.849539533513553,5
2022-04-23 08:20:00,152400,5.850784374535814,5
2022-04-23 08:30:00,153000,5.852018250752489,5
2022-04-23 08:40:00,153600,5.853241249464347,5
2022-04-23 08:50:00,154200,5.854453457540429,5
2022-04-23 09:00:00,154800,5.855654961413937,5
2022-04-23 09:10:00,155400,5.8568458470782865,5
2022-04-23 09:20:00,156000,5.858026200083335,5
2022-04-23 09:30:00,156600,5.859196105531787,5
2022-04-23 09:40:00,157200,5.860355648075756,5
2022-04-23 09:50:00,157800,5.8615049119135,5
2022-04-23 10:00:00,158400,5.86264398078631,5
2022-04-23 10:10:00,159000,5.8637729379755585,5
2022-04-23 10:20:00,159600,5.864891866299902,5
2022-04-23 10:30:00,160200,5.866000848112641,5
2022-04-23 10:40:00,160800,5.867099965299218,5
2022-04-23 10:50:00,161400,5.868189299274867,5
2022-04-23 11:00:00,162000,5.869268930982408,5
2022-04-23 11:10:00,162600,5.87033894089018,5
2022-04-23 11:20:00,163200,5.8713994089901025,5
2022-04-23 11:30:00,163800,5.872450414795885,5
2022-04-23 11:40:00,164400,5.87349203734136,5
2022-04-23 11:50:00,165000,5.8745243551789414,5
2022-04-23 12:00:00,165600,5.875547446378219,5
2022-04-23 12:10:00,166200,5.876561388524664,5
2022-04-23 12:20:00,166800,5.877566258718468,5
2022-04-23 12:30:00,167400,5.878562133573486,5
2022-04-23 12:40:00,168000,5.879549089216308,5
2022-04-23 12:50:00,168600,5.88052720128543,5
2022-04-23 13:00:00,169200,5.881496544930548,5
2022-04-23 13:10:00,169800,5.88245719481195,5
2022-04-23 13:20:00,170400,5.883409225100018,5
2022-04-23 13:30:00,171000,5.884352709474829,5
2022-04-23 13:40:00,171600,5.885287721125863,5
2022-04-23 13:50:00,172200,5.8862143327517975,5
2022-04-23 14:00:00,172800,5.887132616560413,5
2022-04-23 14:10:00,173400,5.888042644268573,5
2022-04-23 14:20:00,174000,5.888944487102314,5
2022-04-23 14:30:00,174600,5.88983821579701,5
2022-04-23 14:40:00,175200,5.890723900597627,5
2022-04-23 14:50:00,175800,5.89160161125907,5
2022-04-23 15:00:00,176400,5.892471417046596,5
2022-04-23 15:10:00,177000,5.893333386736325,5
2022-04-23 15:20:00,177600,5.894187588615814,5
2022-04-23 15:30:00,178200,5.895034090484716,5
2022-04-23 15:40:00,178800,5.895872959655508,5
2022-04-23 15:50:00,179400,5.896704262954293,5
2022-04-23 16:00:00,180000,5.897528066721672,5
2022-04-23 16:10:00,180600,5.898344436813682,5
2022-04-23 16:20:00,181200,5.899153438602802,5
2022-04-23 16:30:00,181800,5.899955136979021,5
2022-04-23 16:40:00,182400,5.900749596350973,5
2022-04-23 16:50:00,183000,5.901536880647123,5
2022-04-23 17:00:00,183600,5.9023170533170255,5
2022-04-23 17:10:00,184200,5.903090177332624,5
2022-04-23 17:20:00,184800,5.903856315189621,5
2022-04-23 17:30:00,185400,5.90461552890889,5
2022-04-23 17:40:00,186000,5.9053678800379465,5
2022-04-23 17:50:00,186600,5.906113429652464,5
2022-04-23 18:00:00,187200,5.906852238357847,5
2022-04-23 18:10:00,187800,5.907584366290838,5
2022-04-23 18:20:00,188400,5.908309873121181,5
2022-04-23 18:30:00,189000,5.9090288180533275,5
2022-04-23 18:40:00,189600,5.909741259828183,5
2022-04-23 18:50:00,190200,5.910447256724892,5
2022-04-23 19:00:00,190800,5.911146866562664,5
2022-04-23 19:10:00,191400,5.911840146702648,5
2022-04-23 19:20:00,192000,5.912527154049826,5
2022-04-23 19:30:00,192600,5.913207945054956,5
2022-04-23 19:40:00,193200,5.913882575716544,5
2022-04-23 19:50:00,193800,5.91455110158285,5
2022-04-23 20:00:00,194400,5.915213577753922,5
2022-04-23 20:10:00,195000,5.915870058883668,5
2022-04-23 20:20:00,195600,5.916520599181952,5
2022-04-23 20:30:00,196200,5.917165252416718,5
2022-04-23 20:40:00,196800,5.917804071916141,5
2022-04-23 20:50:00,197400,5.918437110570808,5
2022-04-23 21:00:00,198000,5.919064420835914,5
2022-04-23 21:10:00,198600,5.919686054733497,5
2022-04-23 21:20:00,199200,5.920302063854679,5
2022-04-23 21:30:00,199800,5.920912499361936,5
2022-04-23 21:40:00,200400,5.921517411991393,5
2022-04-23 21:50:00,201000,5.922116852055127,5
2022-04-23 22:00:00,201600,5.922710869443499,5
2022-04-23 22:10:00,202200,5.923299513627498,5
2022-04-23 22:20:00,202800,5.923882833661103,5
2022-04-23 22:30:00,203400,5.924460878183657,5
2022-04-23 22:40:00,204000,5.925033695422266,5
2022-04-23 22:50:00,204600,5.925601333194196,5
2022-04-23 23:00:00,205200,5.9261638389092965,5
2022-04-23 23:10:00,205800,5.926721259572431,5
2022-04-23 23:20:00,206400,5.927273641785917,5
2022-04-23 23:30:00,207000,5.927821031751982,5
2022-04-23 23:40:00,207600,5.928363475275219,5
2022-04-23 23:50:00,208200,5.928901017765066,5
2022-04-24 00:00:00,208800,5.929433704238276,5
2022-04-24 00:10:00,209400,5.929961579321411,5
2022-04-24 00:20:00,210000,5.930484687253332,5
2022-04-24 00:30:00,210600,5.9310030718877,5
2022-04-24 00:40:00,211200,5.931516776695477,5
2022-04-24 00:50:00,211800,5.932025844767441,5
2022-04-24 01:00:00,212400,5.932530318816698,5
2022-04-24 01:10:00,213000,5.933030241181196,5
2022-04-24 01:20:00,213600,5.933525653826249,5
2022-04-24 01:30:00,214200,5.934016598347055,5
2022-04-24 01:40:00,214800,5.934503115971227,5
2022-04-24 01:50:00,215400,5.934985247561309,5
2022-04-24 02:00:00,216000,5.935463033617311,5
2022-04-24 02:10:00,216600,5.935936514279227,5
2022-04-24 02:20:00,217200,5.936405729329566,5
2022-04-24 02:30:00,217800,5.936870718195873,5
2022-04-24 02:40:00,218400,5.937331519953254,5
2022-04-24 02:50:00,219000,5.937788173326895,5
2022-04-24 03:00:00,219600,5.938240716694584,5
2022-04-24 03:10:00,220200,5.938689188089223,5
2022-04-24 03:20:00,220800,5.939133625201344,5
2022-04-24 03:30:00,221400,5.939574065381615,5
2022-04-24 03:40:00,222000,5.940010545643348,5
2022-04-24 03:50:00,222600,5.940443102664997,5
2022-04-24 04:00:00,223200,5.940871772792654,5
2022-04-24 04:10:00,223800,5.941296592042541,5
2022-04-24 04:20:00,224400,5.941717596103491,5
2022-04-24 04:30:00,225000,5.94213482033943,5
2022-04-24 04:40:00,225600,5.942548299791851,5
2022-04-24 04:50:00,226200,5.942958069182274,5
2022-04-24 05:00:00,226800,5.943364162914708,5
2022-04-24 05:10:00,227400,5.943766615078106,5
2022-04-24 05:20:00,228000,5.944165459448802,5
2022-04-24 05:30:00,228600,5.944560729492952,5
2022-04-24 05:40:00,229200,5.944952458368963,5
2022-04-24 05:50:00,229800,5.945340678929909,5
2022-04-24 06:00:00,230400,5.945725423725943,5
2022-04-24 06:10:00,231000,5.946106725006702,5
2022-04-24 06:20:00,231600,5.946484614723697,5
2022-04-24 06:30:00,232200,5.946859124532696,5
2022-04-24 06:40:00,232800,5.947230285796103,5
2022-04-24 06:50:00,233400,5.947598129585314,5
2022-04-24 07:00:00,234000,5.9479626866830815,5
2022-04-24 07:10:00,234600,5.948323987585848,5
2022-04-24 07:20:00,235200,5.948682062506087,5
2022-04-24 07:30:00,235800,5.949036941374623,5
2022-04-24 07:40:00,236400,5.949388653842944,5
2022-04-24 07:50:00,237000,5.949737229285502,5
2022-04-24 08:00:00,237600,5.950082696802005,5
2022-04-24 08:10:00,238200,5.950425085219693,5
2022-04-24 08:20:00,238800,5.950764423095608,5
2022-04-24 08:30:00,239400,5.951100738718851,5
2022-04-24 08:40:00,240000,5.9514340601128195,5
2022-04-24 08:50:00,240600,5.951764415037448,5
2022-04-24 09:00:00,241200,5.9520918309914235,5
2022-04-24 09:10:00,241800,5.952416335214395,5
2022-04-24 09:20:00,242400,5.95273795468917,5
2022-04-24 09:30:00,243000,5.9530567161439,5
2022-04-24 09:40:00,243600,5.9533726460542455,5
2022-04-24 09:50:00,244200,5.953685770645543,5
2022-04-24 10:00:00,244800,5.953996115894949,5
2022-04-24 10:10:00,245400,5.954303707533569,5
2022-04-24 10:20:00,246000,5.9546085710485865,5
2022-04-24 10:30:00,246600,5.954910731685363,5
2022-04-24 10:40:00,247200,5.955210214449542,5
2022-04-24 10:50:00,247800,5.955507044109124,5
2022-04-24 11:00:00,248400,5.955801245196541,5
2022-04-24 11:10:00,249000,5.95609284201071,5
2022-04-24 11:20:00,249600,5.956381858619077,5
2022-04-24 11:30:00,250200,5.9566683188596485,5
2022-04-24 11:40:00,250800,5.956952246343005,5
2022-04-24 11:50:00,251400,5.9572336644543125,5
2022-04-24 12:00:00,252000,5.957512596355302,5
2022-04-24 12:10:00,252600,5.957789064986258,5
2022-04-24 12:20:00,253200,5.958063093067973,5
2022-04-24 12:30:00,253800,5.958334703103705,5
2022-04-24 12:40:00,254400,5.958603917381108,5
2022-04-24 12:50:00,255000,5.958870757974166,5
2022-04-24 13:00:00,255600,5.95913524674509,5
2022-04-24 13:10:00,256200,5.959397405346229,5
2022-04-24 13:20:00,256800,5.959657255221943,5
2022-04-24 13:30:00,257400,5.959914817610477,5
2022-04-24 13:40:00,258000,5.960170113545821,5
2022-04-24 13:50:00,258600,5.9604231638595495,5
2022-04-24 14:00:00,259200,5.960673989182652,5
2022-04-24 14:10:00,259800,5.9609226099473505,5
2022-04-24 14:20:00,260400,5.961169046388903,5
2022-04-24 14:30:00,261000,5.961413318547395,5
2022-04-24 14:40:00,261600,5.9616554462695115,5
2022-04-24 14:50:00,262200,5.961895449210305,5
2022-04-24 15:00:00,262800,5.962133346834942,5
2022-04-24 15:10:00,263400,5.962369158420444,5
2022-04-24 15:20:00,264000,5.962602903057404,5
2022-04-24 15:30:00,264600,5.962834599651705,5
2022-04-24 15:40:00,265200,5.963064266926211,5
2022-04-24 15:50:00,265800,5.963291923422451,5
2022-04-24 16:00:00,266400,5.963517587502296,5
2022-04-24 16:10:00,267000,5.963741277349606,5
2022-04-24 16:20:00,267600,5.963963010971885,5
2022-04-24 16:30:00,268200,5.964182806201905,5
2022-04-24 16:40:00,268800,5.964400680699329,5
2022-04-24 16:50:00,269400,5.964616651952315,5
2022-04-24 17:00:00,270000,5.9648307372791045,5
2022-04-24 17:10:00,270600,5.965042953829611,5
2022-04-24 17:20:00,271200,5.965253318586981,5
2022-04-24 17:30:00,271800,5.965461848369147,5
2022-04-24 17:40:00,272400,5.965668559830373,5
2022-04-24 17:50:00,273000,5.965873469462782,5
2022-04-24 18:00:00,273600,5.966076593597868,5
2022-04-24 18:10:00,274200,5.966277948408009,5
2022-04-24 18:20:00,274800,5.966477549907948,5
2022-04-24 18:30:00,275400,5.966675413956276,5
2022-04-24 18:40:00,276000,5.966871556256901,5
2022-04-24 18:50:00,276600,5.967065992360497,5
2022-04-24 19:00:00,277200,5.967258737665948,5
2022-04-24 19:10:00,277800,5.967449807421776,5
2022-04-24 19:20:00,278400,5.967639216727562,5
2022-04-24 19:30:00,279000,5.967826980535345,5
2022-04-24 19:40:00,279600,5.968013113651021,5
2022-04-24 19:50:00,280200,5.96819763073572,5
2022-04-24 20:00:00,280800,5.968380546307177,5
2022-04-24 20:10:00,281400,5.96856187474109,5
2022-04-24 20:20:00,282000,5.968741630272462,5
2022-04-24 20:30:00,282600,5.96891982699694,5
2022-04-24 20:40:00,283200,5.969096478872132,5
2022-04-24 20:50:00,283800,5.969271599718921,5
2022-04-24 21:00:00,284400,5.969445203222762,5
2022-04-24 21:10:00,285000,5.969617302934971,5
2022-04-24 21:20:00,285600,5.969787912274002,5
2022-04-24 21:30:00,286200,5.969957044526708,5
2022-04-24 21:40:00,286800,5.9701247128495964,5
2022-04-24 21:50:00,287400,5.9702909302700755,5
2022-04-24 22:00:00,288000,5.970455709687677,5
2022-04-24 22:10:00,288600,5.970619063875285,5
2022-04-24 22:20:00,289200,5.970781005480339,5
2022-04-24 22:30:00,289800,5.9709415470260385,5
2022-04-24 22:40:00,290400,5.971100700912521,5
2022-04-24 22:50:00,291000,5.971258479418047,5
2022-04-24 23:00:00,291600,5.971414894700166,5
2022-04-24 23:10:00,292200,5.971569958796864,5
2022-04-24 23:20:00,292800,5.971723683627715,5
2022-04-24 23:30:00,293400,5.971876080995017,5
2022-04-24 23:40:00,294000,5.972027162584907,5
2022-04-24 23:50:00,294600,5.9721769399684845,5
2022-04-25 00:00:00,295200,5.972325424602908,5
2022-04-25 00:10:00,295800,5.97247262783249,5
2022-04-25 00:20:00,296400,5.972618560889782,5
2022-04-25 00:30:00,297000,5.972763234896646,5
2022-04-25 00:40:00,297600,5.972906660865313,5
2022-04-25 00:50:00,298200,5.973048849699444,5
2022-04-25 01:00:00,298800,5.973189812195168,5
2022-04-25 01:10:00,299400,5.973329559042115,5
2022-04-25 01:20:00,300000,5.973468100824444,5
2022-04-25 01:30:00,300600,5.973605448021852,5
2022-04-25 01:40:00,301200,5.9737416110105785,5
2022-04-25 01:50:00,301800,5.973876600064406,5
2022-04-25 02:00:00,302400,5.97401042535564,5
2022-04-25 02:10:00,303000,5.97414309695609,5
2022-04-25 02:20:00,303600,5.974274624838028,5
2022-04-25 02:30:00,304200,5.974405018875156,5
2022-04-25 02:40:00,304800,5.97453428884355,5
2022-04-25 02:50:00,305400,5.974662444422598,5
2022-04-25 03:00:00,306000,5.9747894951959335,5
2022-04-25 03:10:00,306600,5.974915450652357,5
2022-04-25 03:20:00,307200,5.9750403201867455,5
2022-04-25 03:30:00,307800,5.97516411310096,5
2022-04-25 03:40:00,308400,5.975286838604738,5
2022-04-25 03:50:00,309000,5.975408505816582,5
2022-04-25 04:00:00,309600,5.975529123764639,5
2022-04-25 04:10:00,310200,5.975648701387564,5
2022-04-25 04:20:00,310800,5.975767247535387,5
2022-04-25 04:30:00,311400,5.975884770970364,5
2022-04-25 04:40:00,312000,5.97600128036782,5
2022-04-25 04:50:00,312600,5.976116784316986,5
2022-04-25 05:00:00,313200,5.976231291321827,5
2022-04-25 05:10:00,313800,5.976344809801864,5
2022-04-25 05:20:00,314400,5.97645734809298,5
2022-04-25 05:30:00,315000,5.9765689144482295,5
2022-04-25 05:40:00,315600,5.976679517038633,5
2022-04-25 05:50:00,316200,5.9767891639539625,5
2022-04-25 06:00:00,316800,5.976897863203527,5
2022-04-25 06:10:00,317400,5.977005622716938,5
2022-04-25 06:20:00,318000,5.97711245034488,5
2022-04-25 06:30:00,318600,5.977218353859868,5
2022-04-25 06:40:00,319200,5.977323340956994,5
2022-04-25 06:50:00,319800,5.977427419254671,5
2022-04-25 07:00:00,320400,5.977530596295366,5
