dates,time,T_top,T_bottom
2022-04-22 20:10:00,108600,25.083292089805333,10
2022-04-22 20:20:00,109200,25.079063518235344,10
2022-04-22 20:30:00,109800,25.065247739105686,10
2022-04-22 20:40:00,110400,25.041889655329392,10
2022-04-22 20:50:00,111000,25.009052136580166,10
2022-04-22 21:00:00,111600,24.96681589905527,10
2022-04-22 21:10:00,112200,24.91527935127433,10
2022-04-22 21:20:00,112800,24.85455840620743,10
2022-04-22 21:30:00,113400,24.784786260090293,10
2022-04-22 21:40:00,114000,24.70611313834751,10
2022-04-22 21:50:00,114600,24.618706009107534,10
2022-04-22 22:00:00,115200,24.52274826485481,10
2022-04-22 22:10:00,115800,24.418439372824963,10
2022-04-22 22:20:00,116400,24.305994494808726,10
2022-04-22 22:30:00,117000,24.185644077088174,10
2022-04-22 22:40:00,117600,24.057633411285952,10
2022-04-22 22:50:00,118200,23.92222216696348,10
2022-04-22 23:00:00,118800,23.779683896857843,10
2022-04-22 23:10:00,119400,23.630305515699185,10
2022-04-22 23:20:00,120000,23.474386753600754,10
2022-04-22 23:30:00,120600,23.312239585062144,10
2022-04-22 23:40:00,121200,23.14418763467253,10
2022-04-22 23:50:00,121800,22.97056556064547,10
2022-04-23 00:00:00,122400,22.791718417358428,10
2022-04-23 00:10:00,123000,22.60800099811076,10
2022-04-23 00:20:00,123600,22.419777159351128,10
2022-04-23 00:30:00,124200,22.227419127660752,10
2022-04-23 00:40:00,124800,22.031306790811712,10
2022-04-23 00:50:00,125400,21.83182697424992,10
2022-04-23 01:00:00,126000,21.629372704379808,10
2022-04-23 01:10:00,126600,21.424342460053442,10
2022-04-23 01:20:00,127200,21.217139413688553,10
2022-04-23 01:30:00,127800,21.008170663460426,10
2022-04-23 01:40:00,128400,20.79784645802895,10
2022-04-23 01:50:00,129000,20.586579415276713,10
2022-04-23 02:00:00,129600,20.374783736545474,10
2022-04-23 02:10:00,130200,20.16287441786646,10
2022-04-23 02:20:00,130800,19.95126645968629,10
2022-04-23 02:30:00,131400,19.740374076592687,10
2022-04-23 02:40:00,132000,19.530609908544317,10
2022-04-23 02:50:00,132600,19.322384235106313,10
2022-04-23 03:00:00,133200,19.116104194187265,10
2022-04-23 03:10:00,133800,18.91217300676468,10
2022-04-23 03:20:00,134400,18.710989209074953,10
2022-04-23 03:30:00,135000,18.51294589372926,10
2022-04-23 03:40:00,135600,18.318429961200003,10
2022-04-23 03:50:00,136200,18.127821383102642,10
2022-04-23 04:00:00,136800,17.94149247867539,10
2022-04-23 04:10:00,137400,17.759807205833894,10
2022-04-23 04:20:00,138000,17.5831204681506,10
2022-04-23 04:30:00,138600,17.41177743907783,10
2022-04-23 04:40:00,139200,17.24611290470115,10
2022-04-23 04:50:00,139800,17.086450626273987,10
2022-04-23 05:00:00,140400,16.933102723746988,10
2022-04-23 05:10:00,141000,16.786369081465754,10
2022-04-23 05:20:00,141600,16.646536777167984,10
2022-04-23 05:30:00,142200,16.513879535367227,10
2022-04-23 05:40:00,142800,16.38865720616361,10
2022-04-23 05:50:00,143400,16.271115270473704,10
2022-04-23 06:00:00,144000,16.161484372621345,10
2022-04-23 06:10:00,144600,16.059979881179213,10
2022-04-23 06:20:00,145200,15.966801478897015,10
2022-04-23 06:30:00,145800,15.882132782497017,10
2022-04-23 06:40:00,146400,15.806140993060557,10
2022-04-23 06:50:00,147000,15.738976577671107,10
2022-04-23 07:00:00,147600,15.680772982919855,10
2022-04-23 07:10:00,148200,15.63164638081925,10
2022-04-23 07:20:00,148800,15.591695447608075,10
2022-04-23 07:30:00,149400,15.561001175869187,10
2022-04-23 07:40:00,150000,15.53962672031753,10
2022-04-23 07:50:00,150600,15.527617277551993,10
2022-04-23 08:00:00,151200,15.525,10
2022-04-23 08:10:00,151800,15.53178394421866,10
2022-04-23 08:20:00,152400,15.547960053650865,10
2022-04-23 08:30:00,153000,15.573501175869186,10
2022-04-23 08:40:00,153600,15.60836211427474,10
2022-04-23 08:50:00,154200,15.652479714152582,10
2022-04-23 09:00:00,154800,15.705772982919854,10
2022-04-23 09:10:00,155400,15.768143244337772,10
2022-04-23 09:20:00,156000,15.839474326393894,10
2022-04-23 09:30:00,156600,15.919632782497013,10
2022-04-23 09:40:00,157200,16.008468145563675,10
2022-04-23 09:50:00,157800,16.105813214512544,10
2022-04-23 10:00:00,158400,16.211484372621346,10
2022-04-23 10:10:00,159000,16.325281937140367,10
2022-04-23 10:20:00,159600,16.446990539496948,10
2022-04-23 10:30:00,160200,16.576379535367224,10
2022-04-23 10:40:00,160800,16.713203443834644,10
2022-04-23 10:50:00,161400,16.857202414799083,10
2022-04-23 11:00:00,162000,17.00810272374699,10
2022-04-23 11:10:00,162600,17.16561729294065,10
2022-04-23 11:20:00,163200,17.32944623803449,10
2022-04-23 11:30:00,163800,17.499277439077826,10
2022-04-23 11:40:00,164400,17.674787134817254,10
2022-04-23 11:50:00,165000,17.855640539167222,10
2022-04-23 12:00:00,165600,18.041492478675387,10
2022-04-23 12:10:00,166200,18.231988049769306,10
2022-04-23 12:20:00,166800,18.426763294533334,10
2022-04-23 12:30:00,167400,18.625445893729264,10
2022-04-23 12:40:00,168000,18.827655875741605,10
2022-04-23 12:50:00,168600,19.03300634009801,10
2022-04-23 13:00:00,169200,19.24110419418726,10
2022-04-23 13:10:00,169800,19.451550901772976,10
2022-04-23 13:20:00,170400,19.663943241877647,10
2022-04-23 13:30:00,171000,19.877874076592683,10
2022-04-23 13:40:00,171600,20.092933126352953,10
2022-04-23 13:50:00,172200,20.30870775119978,10
2022-04-23 14:00:00,172800,20.524783736545476,10
2022-04-23 14:10:00,173400,20.740746081943385,10
2022-04-23 14:20:00,174000,20.95617979136227,10
2022-04-23 14:30:00,174600,21.17067066346043,10
2022-04-23 14:40:00,175200,21.383806080355214,10
2022-04-23 14:50:00,175800,21.595175793386773,10
2022-04-23 15:00:00,176400,21.804372704379805,10
2022-04-23 15:10:00,177000,22.01099364091658,10
2022-04-23 15:20:00,177600,22.214640124145042,10
2022-04-23 15:30:00,178200,22.41491912766074,10
2022-04-23 15:40:00,178800,22.611443826017798,10
2022-04-23 15:50:00,179400,22.803834331444083,10
2022-04-23 16:00:00,180000,22.991718417358424,10
2022-04-23 16:10:00,180600,23.174732227312134,10
2022-04-23 16:20:00,181200,23.35252096800586,10
2022-04-23 16:30:00,181800,23.52473958506214,10
2022-04-23 16:40:00,182400,23.691053420267423,10
2022-04-23 16:50:00,183000,23.851138849032516,10
2022-04-23 17:00:00,183600,24.004683896857834,10
2022-04-23 17:10:00,184200,24.151388833630147,10
2022-04-23 17:20:00,184800,24.290966744619283,10
2022-04-23 17:30:00,185400,24.423144077088168,10
2022-04-23 17:40:00,186000,24.547661161475396,10
2022-04-23 17:50:00,186600,24.664272706158293,10
2022-04-23 18:00:00,187200,24.772748264854805,10
2022-04-23 18:10:00,187800,24.8728726757742,10
2022-04-23 18:20:00,188400,24.964446471680844,10
2022-04-23 18:30:00,189000,25.047286260090292,10
2022-04-23 18:40:00,189600,25.121225072874097,10
2022-04-23 18:50:00,190200,25.186112684607664,10
2022-04-23 19:00:00,190800,25.24181589905527,10
2022-04-23 19:10:00,191400,25.288218803246828,10
2022-04-23 19:20:00,192000,25.325222988662727,10
2022-04-23 19:30:00,192600,25.352747739105688,10
2022-04-23 19:40:00,193200,25.370730184902012,10
2022-04-23 19:50:00,193800,25.379125423138667,10
2022-04-23 20:00:00,194400,25.37790660370726,10
2022-04-23 20:10:00,195000,25.367064980991156,10
2022-04-23 20:20:00,195600,25.346609931097298,10
2022-04-23 20:30:00,196200,25.316568934599886,10
2022-04-23 20:40:00,196800,25.276987524828783,10
2022-04-23 20:50:00,197400,25.227929201801,10
2022-04-23 21:00:00,198000,25.16947531195917,10
2022-04-23 21:10:00,198600,25.101724893945796,10
2022-04-23 21:20:00,199200,25.024794490706896,10
2022-04-23 21:30:00,199800,24.938817928282695,10
2022-04-23 21:40:00,200400,24.843946061706404,10
2022-04-23 21:50:00,201000,24.74034648849472,10
2022-04-23 22:00:00,201600,24.62820323027551,10
2022-04-23 22:10:00,202200,24.507716383158606,10
2022-04-23 22:20:00,202800,24.379101737515192,10
2022-04-23 22:30:00,203400,24.242590367889733,10
2022-04-23 22:40:00,204000,24.098428193824688,10
2022-04-23 22:50:00,204600,23.946875512434417,10
2022-04-23 23:00:00,205200,23.788206503617594,10
2022-04-23 23:10:00,205800,23.622708708850293,10
2022-04-23 23:20:00,206400,23.450682484551685,10
2022-04-23 23:30:00,207000,23.272440431062858,10
2022-04-23 23:40:00,207600,23.08830679832591,10
2022-04-23 23:50:00,208200,22.89861686939426,10
2022-04-24 00:00:00,208800,22.703716322947983,10
2022-04-24 00:10:00,209400,22.50396057602761,10
2022-04-24 00:20:00,210000,22.29971410823714,10
2022-04-24 00:30:00,210600,22.091349768703232,10
2022-04-24 00:40:00,211200,21.87924806710925,10
2022-04-24 00:50:00,211800,21.663796450154052,10
2022-04-24 01:00:00,212400,21.445388564812617,10
2022-04-24 01:10:00,213000,21.22442350980093,10
2022-04-24 01:20:00,213600,21.001305076670096,10
2022-04-24 01:30:00,214200,20.776440981973963,10
2022-04-24 01:40:00,214800,20.550242091972333,10
2022-04-24 01:50:00,215400,20.323121641344965,10
2022-04-24 02:00:00,216000,20.095494447404093,10
2022-04-24 02:10:00,216600,19.867776121300807,10
2022-04-24 02:20:00,217200,19.640382277727063,10
2022-04-24 02:30:00,217800,19.41372774461754,10
2022-04-24 02:40:00,218400,19.18822577435561,10
2022-04-24 02:50:00,219000,18.964287257985184,10
2022-04-24 03:00:00,219600,18.742319943923768,10
2022-04-24 03:10:00,220200,18.52272766266431,10
2022-04-24 03:20:00,220800,18.30590955894153,10
2022-04-24 03:30:00,221400,18.092259332824042,10
2022-04-24 03:40:00,222000,17.88216449117733,10
2022-04-24 03:50:00,222600,17.67600561092187,10
2022-04-24 04:00:00,223200,17.474155615489483,10
2022-04-24 04:10:00,223800,17.27697906585441,10
2022-04-24 04:20:00,224400,17.084831467489252,10
2022-04-24 04:30:00,225000,16.89805859456478,10
2022-04-24 04:40:00,225600,16.716995832679796,10
2022-04-24 04:50:00,226200,16.541967541372564,10
2022-04-24 05:00:00,226800,16.373286437626906,10
2022-04-24 05:10:00,227400,16.211253001546723,10
2022-04-24 05:20:00,228000,16.05615490533,10
2022-04-24 05:30:00,228600,15.908266466629447,10
2022-04-24 05:40:00,229200,15.767848127340216,10
2022-04-24 05:50:00,229800,15.63514595880672,10
2022-04-24 06:00:00,230400,15.51039119439057,10
2022-04-24 06:10:00,231000,15.393799790289204,10
2022-04-24 06:20:00,231600,15.285572015441328,10
2022-04-24 06:30:00,232200,15.18589207129958,10
2022-04-24 06:40:00,232800,15.094927742194367,10
2022-04-24 06:50:00,233400,15.012830076954279,10
2022-04-24 07:00:00,234000,14.939733102389022,10
2022-04-24 07:10:00,234600,14.87575356918048,10
2022-04-24 07:20:00,235200,14.820990730665248,10
2022-04-24 07:30:00,235800,14.775526154929972,10
2022-04-24 07:40:00,236400,14.739423570577026,10
2022-04-24 07:50:00,237000,14.712728746454019,10
2022-04-24 08:00:00,237600,14.695469405576201,10
2022-04-24 08:10:00,238200,14.687655173405409,10
2022-04-24 08:20:00,238800,14.689277560584081,10
2022-04-24 08:30:00,239400,14.70030998015711,10
2022-04-24 08:40:00,240000,14.720707799248725,10
2022-04-24 08:50:00,240600,14.750408425096001,10
2022-04-24 09:00:00,241200,14.789331425275162,10
2022-04-24 09:10:00,241800,14.83737868189181,10
2022-04-24 09:20:00,242400,14.894434579441494,10
2022-04-24 09:30:00,243000,14.960366225982984,10
2022-04-24 09:40:00,243600,15.03502370720322,10
2022-04-24 09:50:00,244200,15.118240372890238,10
2022-04-24 10:00:00,244800,15.209833155268665,10
2022-04-24 10:10:00,245400,15.309602918591956,10
2022-04-24 10:20:00,246000,15.417334839325523,10
2022-04-24 10:30:00,246600,15.532798816197431,10
2022-04-24 10:40:00,247200,15.655749909335722,10
2022-04-24 10:50:00,247800,15.785928807656516,10
2022-04-24 11:00:00,248400,15.923062323613266,10
2022-04-24 11:10:00,249000,16.066863914365126,10
2022-04-24 11:20:00,249600,16.217034228372466,10
2022-04-24 11:30:00,250200,16.373261676378913,10
2022-04-24 11:40:00,250800,16.535223025693153,10
2022-04-24 11:50:00,251400,16.702584016638944,10
2022-04-24 12:00:00,252000,16.875,10
2022-04-24 12:10:00,252600,17.05211659424638,10
2022-04-24 12:20:00,253200,17.23357036129103,10
2022-04-24 12:30:00,253800,17.418989499490273,10
2022-04-24 12:40:00,254400,17.607994552568943,10
2022-04-24 12:50:00,255000,17.800199133120778,10
2022-04-24 13:00:00,255600,17.99521065930659,10
2022-04-24 13:10:00,256200,18.192631103347907,10
2022-04-24 13:20:00,256800,18.3920577503915,10
2022-04-24 13:30:00,257400,18.59308396629957,10
2022-04-24 13:40:00,258000,18.795299972904825,10
2022-04-24 13:50:00,258600,18.998293629253922,10
2022-04-24 14:00:00,259200,19.20165121735267,10
2022-04-24 14:10:00,259800,19.404958230916794,10
2022-04-24 14:20:00,260400,19.607800165627044,10
2022-04-24 14:30:00,261000,19.80976330938424,10
2022-04-24 14:40:00,261600,20.010435531059816,10
2022-04-24 14:50:00,262200,20.209407066240598,10
2022-04-24 15:00:00,262800,20.40627129847183,10
2022-04-24 15:10:00,263400,20.600625534511316,10
2022-04-24 15:20:00,264000,20.792071772119087,10
2022-04-24 15:30:00,264600,20.98021745892071,10
2022-04-24 15:40:00,265200,21.16467624089985,10
2022-04-24 15:50:00,265800,21.345068699095147,10
2022-04-24 16:00:00,266400,21.52102307309918,10
2022-04-24 16:10:00,267000,21.69217596998196,10
2022-04-24 16:20:00,267600,21.85817305728963,10
2022-04-24 16:30:00,268200,22.018669738799282,10
2022-04-24 16:40:00,268800,22.173331811743033,10
2022-04-24 16:50:00,269400,22.321836104250863,10
2022-04-24 17:00:00,270000,22.46387109179824,10
2022-04-24 17:10:00,270600,22.599137491485372,10
2022-04-24 17:20:00,271200,22.727348833016606,10
2022-04-24 17:30:00,271800,22.848232005293102,10
2022-04-24 17:40:00,272400,22.961527777578294,10
2022-04-24 17:50:00,273000,23.066991294243913,10
2022-04-24 18:00:00,273600,23.164392542154904,10
2022-04-24 18:10:00,274200,23.253516789803335,10
2022-04-24 18:20:00,274800,23.3341649973554,10
2022-04-24 18:30:00,275400,23.40615419683098,10
2022-04-24 18:40:00,276000,23.46931784169189,10
2022-04-24 18:50:00,276600,23.523506125173384,10
2022-04-24 19:00:00,277200,23.568586266752902,10
2022-04-24 19:10:00,277800,23.604442766210692,10
2022-04-24 19:20:00,278400,23.63097762479859,10
2022-04-24 19:30:00,279000,23.64811053309597,10
2022-04-24 19:40:00,279600,23.65577902519521,10
2022-04-24 19:50:00,280200,23.653938598923027,10
2022-04-24 20:00:00,280800,23.64256280186894,10
2022-04-24 20:10:00,281400,23.621643283056933,10
2022-04-24 20:20:00,282000,23.591189810161882,10
2022-04-24 20:30:00,282600,23.551230252238096,10
2022-04-24 20:40:00,283200,23.501810527992568,10
2022-04-24 20:50:00,283800,23.442994519701543,10
2022-04-24 21:00:00,284400,23.374863952934085,10
2022-04-24 21:10:00,285000,23.29751824231162,10
2022-04-24 21:20:00,285600,23.211074303596998,10
2022-04-24 21:30:00,286200,23.115666332470646,10
2022-04-24 21:40:00,286800,23.011445550415004,10
2022-04-24 21:50:00,287400,22.898579918190833,10
2022-04-24 22:00:00,288000,22.777253817450717,10
2022-04-24 22:10:00,288600,22.647667701095905,10
2022-04-24 22:20:00,289200,22.51003771304185,10
2022-04-24 22:30:00,289800,22.364595278116326,10
2022-04-24 22:40:00,290400,22.21158666287069,10
2022-04-24 22:50:00,291000,22.051272508140066,10
2022-04-24 23:00:00,291600,21.883927334242667,10
2022-04-24 23:10:00,292200,21.709839019759443,10
2022-04-24 23:20:00,292800,21.529308254886814,10
2022-04-24 23:30:00,293400,21.34264797040246,10
2022-04-24 23:40:00,294000,21.15018274333155,10
2022-04-24 23:50:00,294600,20.952248180444407,10
2022-04-25 00:00:00,295200,20.749190280759272,10
2022-04-25 00:10:00,295800,20.541364778263578,10
2022-04-25 00:20:00,296400,20.329136466104714,10
2022-04-25 00:30:00,297000,20.112878503537022,10
2022-04-25 00:40:00,297600,19.892971706943772,10
2022-04-25 00:50:00,298200,19.669803826284046,10
2022-04-25 01:00:00,298800,19.44376880834159,10
2022-04-25 01:10:00,299400,19.215266048178044,10
2022-04-25 01:20:00,300000,18.98469963021554,10
2022-04-25 01:30:00,300600,18.752477560392975,10
2022-04-25 01:40:00,301200,18.519010990857865,10
2022-04-25 01:50:00,301800,18.284713438669467,10
2022-04-25 02:00:00,302400,18.050000000000004,10
2022-04-25 02:10:00,303000,17.815286561330563,10
2022-04-25 02:20:00,303600,17.580989009142126,10
2022-04-25 02:30:00,304200,17.347522439607037,10
2022-04-25 02:40:00,304800,17.11530036978447,10
2022-04-25 02:50:00,305400,16.884733951821964,10
2022-04-25 03:00:00,306000,16.656231191658435,10
2022-04-25 03:10:00,306600,16.430196173715963,10
2022-04-25 03:20:00,307200,16.20702829305624,10
2022-04-25 03:30:00,307800,15.98712149646297,10
2022-04-25 03:40:00,308400,15.770863533895279,10
2022-04-25 03:50:00,309000,15.558635221736429,10
2022-04-25 04:00:00,309600,15.350809719240734,10
2022-04-25 04:10:00,310200,15.147751819555614,10
2022-04-25 04:20:00,310800,14.94981725666846,10
2022-04-25 04:30:00,311400,14.757352029597548,10
2022-04-25 04:40:00,312000,14.570691745113178,10
2022-04-25 04:50:00,312600,14.390160980240548,10
2022-04-25 05:00:00,313200,14.216072665757352,10
2022-04-25 05:10:00,313800,14.048727491859937,10
2022-04-25 05:20:00,314400,13.888413337129327,10
2022-04-25 05:30:00,315000,13.735404721883667,10
2022-04-25 05:40:00,315600,13.589962286958155,10
2022-04-25 05:50:00,316200,13.452332298904103,10
2022-04-25 06:00:00,316800,13.322746182549288,10
2022-04-25 06:10:00,317400,13.201420081809179,10
2022-04-25 06:20:00,318000,13.088554449584997,10
2022-04-25 06:30:00,318600,12.98433366752936,10
2022-04-25 06:40:00,319200,12.888925696402998,10
2022-04-25 06:50:00,319800,12.802481757688373,10
2022-04-25 07:00:00,320400,12.725136047065917,10
2022-04-25 07:10:00,321000,12.657005480298459,10
2022-04-25 07:20:00,321600,12.598189472007437,10
2022-04-25 07:30:00,322200,12.548769747761906,10
